melanin_concentration(Cm),blood_concentration(Ch),melanin_blend(Bm),BloodOxy,epidermis_thickness(T),X,Y,Z,sR,sG,sB
0.332943,0.072,1,0.98,0.02,9.52324,7.78578,5.0919,112.488,66.855,58.656
0.332943,0.072,1,0.98,0.005,14.61,12.3591,10.0822,132.646,86.625,84.385
0.332943,0.072,1,0.98,0.0125,11.2813,9.38888,6.74413,119.943,74.604,68.36
0.332943,0.098,0.5,0.6,0.005,14.2522,11.6456,6.92572,136.534,81.456,67.752
0.332943,0.098,0.5,0.6,0.0125,11.9142,9.50979,5.06832,127.664,72.137,56.923
0.332943,0.098,0.5,0.6,0.02,10.3987,8.05616,4.35866,121.061,64.57,52.864
0.332943,0.098,0.5,0.695,0.005,13.9977,11.4799,7.17566,134.765,81.197,69.413
0.332943,0.098,0.5,0.695,0.0125,11.6904,9.36519,5.39067,125.822,71.91,59.451
0.332943,0.098,0.5,0.695,0.02,10.1745,7.93818,4.48268,119.259,64.577,53.974
0.332943,0.098,0.5,0.79,0.005,13.6435,11.2982,7.66896,131.862,81.307,72.446
0.332943,0.098,0.5,0.79,0.02,9.91149,7.82619,4.60476,117.012,64.889,55.017
0.332943,0.098,0.5,0.79,0.0125,11.4374,9.28728,5.52517,123.649,72.487,60.435
0.332943,0.098,0.5,0.885,0.005,13.3651,11.0937,8.25427,129.513,80.877,75.89
0.332943,0.098,0.5,0.885,0.0125,11.1177,9.05563,5.94235,121.073,71.894,63.529
0.332943,0.098,0.5,0.885,0.02,9.66978,7.68728,4.8573,114.853,64.789,57.094
0.332943,0.098,0.5,0.98,0.005,13.2169,11.0305,8.66866,127.908,81.08,78.152
0.332943,0.098,0.5,0.98,0.0125,10.9892,9.01158,6.4021,119.358,72.231,66.565
0.332943,0.098,0.5,0.98,0.02,9.53252,7.59024,5.07806,113.569,64.54,58.837
0.332943,0.098,0.728553,0.6,0.005,13.8436,11.3586,6.81886,134.416,80.75,67.292
0.332943,0.098,0.728553,0.6,0.0125,11.1481,8.82782,4.90865,123.867,69.061,56.396
0.332943,0.098,0.728553,0.6,0.02,9.77446,7.56135,4.02502,117.783,62.412,50.555
0.332943,0.098,0.728553,0.695,0.005,13.4968,11.0653,7.15888,132.223,79.776,69.638
0.332943,0.098,0.728553,0.695,0.0125,10.9002,8.65766,5.12067,121.999,68.651,58.159
0.332943,0.098,0.728553,0.695,0.02,9.44953,7.4285,4.09583,115.053,62.858,51.243
0.332943,0.098,0.728553,0.79,0.02,9.35403,7.34892,4.48037,113.857,62.593,54.525
0.332943,0.098,0.728553,0.79,0.005,13.3216,10.9984,7.58753,130.422,80.08,72.21
0.332943,0.098,0.728553,0.79,0.0125,10.5325,8.39354,5.44607,119.198,67.912,60.761
0.332943,0.098,0.728553,0.885,0.0125,10.3059,8.26305,5.70087,117.196,67.825,62.634
0.332943,0.098,0.728553,0.885,0.005,13.0367,10.8677,7.84764,128.115,80.283,73.765
0.332943,0.098,0.728553,0.885,0.02,9.03776,7.10664,4.69048,111.421,61.68,56.418
0.332943,0.098,0.728553,0.98,0.005,12.7747,10.6655,8.49777,125.726,79.802,77.492
0.332943,0.098,0.728553,0.98,0.0125,10.2482,8.26216,6.13109,115.962,68.251,65.495
0.332943,0.098,0.728553,0.98,0.02,8.79576,7.01642,4.81667,109.079,62.144,57.42
0.332943,0.098,1,0.6,0.0125,10.594,8.32,4.70792,121.217,66.545,55.365
0.332943,0.098,1,0.6,0.02,8.89468,6.87408,3.67272,112.72,59.383,48.17
0.332943,0.098,1,0.6,0.005,13.4925,10.981,6.53117,133.345,78.889,65.797
0.332943,0.098,1,0.695,0.005,13.1875,10.7986,6.98837,130.879,78.752,68.809
0.332943,0.098,1,0.695,0.0125,10.2836,8.12179,4.8521,118.92,66.149,56.66
0.332943,0.098,1,0.695,0.02,8.64028,6.70646,3.79113,110.685,58.946,49.417
0.332943,0.098,1,0.79,0.005,12.913,10.641,7.2823,128.742,78.664,70.689
0.332943,0.098,1,0.79,0.0125,9.98323,7.96678,5.1447,116.233,66.225,58.967
0.332943,0.098,1,0.79,0.02,8.32525,6.53809,3.9681,107.844,58.923,51.112
0.332943,0.098,1,0.885,0.02,8.18704,6.47487,4.27138,106.122,59.117,53.7
0.332943,0.098,1,0.885,0.0125,9.7645,7.81113,5.37215,114.411,65.793,60.747
0.332943,0.098,1,0.885,0.005,12.6407,10.4596,7.67465,126.543,78.364,73.108
0.332943,0.098,1,0.98,0.005,12.4342,10.3651,8.35105,124.118,78.618,76.917
0.332943,0.098,1,0.98,0.02,8.17426,6.45117,4.46132,105.776,58.949,55.259
0.332943,0.098,1,0.98,0.0125,9.63625,7.77466,5.75051,112.665,66.231,63.375
0.332943,0.128,0.5,0.6,0.005,12.347,9.81057,5.82796,129.197,73.103,62.193
0.332943,0.128,0.5,0.6,0.0125,10.3405,8.01851,4.45163,120.539,64.505,53.666
0.332943,0.128,0.5,0.6,0.02,9.1534,7.03339,3.63132,114.674,59.703,47.628
0.332943,0.128,0.5,0.695,0.005,12.0587,9.69372,6.11278,126.737,73.493,64.18
0.332943,0.128,0.5,0.695,0.0125,10.1341,7.91133,4.63801,118.757,64.547,55.244
0.332943,0.128,0.5,0.695,0.02,8.84684,6.84519,3.81265,112.138,59.369,49.468
0.332943,0.128,0.5,0.79,0.005,11.7522,9.55688,6.49655,123.996,73.795,66.753
0.332943,0.128,0.5,0.79,0.02,8.7178,6.77977,3.96643,110.853,59.429,50.873
0.332943,0.128,0.5,0.79,0.0125,9.84641,7.76116,4.77014,116.417,64.563,56.386
0.332943,0.128,0.5,0.885,0.02,8.40303,6.60392,4.23504,107.904,59.334,53.291
0.332943,0.128,0.5,0.885,0.0125,9.55402,7.55046,5.14887,113.873,63.956,59.421
0.332943,0.128,0.5,0.885,0.005,11.5198,9.4215,6.845,121.924,73.718,69.022
0.332943,0.128,0.5,0.98,0.0125,9.46176,7.514,5.48622,112.559,64.177,61.841
0.332943,0.128,0.5,0.98,0.02,8.32729,6.58878,4.50962,106.677,59.722,55.494
0.332943,0.128,0.5,0.98,0.005,11.2812,9.28055,7.19714,119.765,73.618,71.233
0.332943,0.128,0.728553,0.6,0.005,12.0182,9.4877,5.86434,127.592,71.532,62.753
0.332943,0.128,0.728553,0.6,0.02,8.52448,6.44008,3.45409,111.348,56.071,46.725
0.332943,0.128,0.728553,0.6,0.0125,9.82138,7.5686,4.20557,117.937,62.253,52.115
0.332943,0.128,0.728553,0.695,0.005,11.722,9.35225,5.95116,125.381,71.735,63.417
0.332943,0.128,0.728553,0.695,0.02,8.29273,6.36288,3.66436,108.909,56.719,48.706
0.332943,0.128,0.728553,0.695,0.0125,9.5491,7.45,4.35963,115.547,62.565,53.469
0.332943,0.128,0.728553,0.79,0.005,11.4572,9.21393,6.31157,123.031,71.802,65.889
0.332943,0.128,0.728553,0.79,0.02,7.90662,6.15032,3.74254,105.614,56.563,49.597
0.332943,0.128,0.728553,0.79,0.0125,9.21486,7.30461,4.56108,112.504,62.951,55.178
0.332943,0.128,0.728553,0.885,0.005,11.1022,9.00782,6.56841,120.22,71.624,67.662
0.332943,0.128,0.728553,0.885,0.0125,8.96955,7.12104,4.85963,110.346,62.338,57.661
0.332943,0.128,0.728553,0.885,0.02,7.81934,6.11217,3.93116,104.498,56.715,51.273
0.332943,0.128,0.728553,0.98,0.005,10.9832,8.95559,7.15536,118.429,71.855,71.264
0.332943,0.128,0.728553,0.98,0.02,7.5692,5.92805,4.25201,102.034,56.058,54.136
0.332943,0.128,0.728553,0.98,0.0125,8.87595,6.99268,5.12232,109.56,61.421,59.751
0.332943,0.128,1,0.6,0.005,11.6902,9.22732,5.57183,126.16,70.505,60.944
0.332943,0.128,1,0.6,0.02,7.85764,6.00131,3.28988,106.64,54.699,45.62
0.332943,0.128,1,0.6,0.0125,9.26541,7.22357,3.91887,114.444,61.459,49.959
0.332943,0.128,1,0.695,0.005,11.4012,9.06823,5.7194,123.999,70.435,62.088
0.332943,0.128,1,0.695,0.0125,9.01135,7.04068,4.07095,112.474,60.854,51.474
0.332943,0.128,1,0.695,0.02,7.57356,5.85962,3.3573,104.065,54.791,46.392
0.332943,0.128,1,0.79,0.005,11.0141,8.86446,6.03139,120.818,70.468,64.337
0.332943,0.128,1,0.79,0.0125,8.91819,6.97448,4.3767,111.33,60.711,54.086
0.332943,0.128,1,0.79,0.02,7.43937,5.72481,3.42259,103.136,53.874,47.193
0.332943,0.128,1,0.885,0.0125,8.59014,6.73468,4.61646,108.631,59.883,56.218
0.332943,0.128,1,0.885,0.02,7.24215,5.66037,3.6268,100.8,54.477,49.093
0.332943,0.128,1,0.885,0.005,10.7022,8.6733,6.51417,117.953,70.261,67.595
0.332943,0.128,1,0.98,0.005,10.3357,8.22785,6.85419,115.887,67.546,70.1
0.332943,0.128,1,0.98,0.0125,8.2645,6.44274,4.76031,106.318,58.313,57.619
0.332943,0.128,1,0.98,0.02,7.06145,5.51281,3.80001,99.14,53.752,50.794
0.332943,0.162,0.5,0.6,0.005,10.7975,8.24776,4.90605,123.169,64.544,57.094
0.332943,0.162,0.5,0.6,0.02,8.04665,6.01573,3.30436,108.625,53.507,45.831
0.332943,0.162,0.5,0.6,0.0125,9.08808,6.85588,3.89334,114.455,57.895,50.277
0.332943,0.162,0.5,0.695,0.005,10.3765,8.05737,5.10039,119.747,64.912,58.664
0.332943,0.162,0.5,0.695,0.0125,8.76452,6.68968,3.98414,111.771,57.934,51.198
0.332943,0.162,0.5,0.695,0.02,7.77553,5.87976,3.31378,106.325,53.569,46.038
0.332943,0.162,0.5,0.79,0.005,10.0448,7.84788,5.26488,117.225,64.506,60.033
0.332943,0.162,0.5,0.79,0.0125,8.58496,6.54087,4.1353,110.368,57.227,52.643
0.332943,0.162,0.5,0.79,0.02,7.55011,5.75199,3.51289,104.107,53.468,48.04
0.332943,0.162,0.5,0.885,0.005,9.8426,7.71075,5.5869,115.354,64.204,62.415
0.332943,0.162,0.5,0.885,0.0125,8.27464,6.40329,4.41622,107.23,57.616,55.016
0.332943,0.162,0.5,0.885,0.02,7.31064,5.63166,3.66238,101.712,53.565,49.494
0.332943,0.162,0.5,0.98,0.0125,8.13622,6.30632,4.68353,105.736,57.354,57.185
0.332943,0.162,0.5,0.98,0.005,9.63071,7.6128,6.15833,112.753,64.489,66.273
0.332943,0.162,0.5,0.98,0.02,7.17727,5.53829,3.91731,100.18,53.29,51.812
0.332943,0.162,0.728553,0.6,0.005,10.4007,7.87128,4.64757,121.491,62.416,55.492
0.332943,0.162,0.728553,0.6,0.0125,8.61663,6.46508,3.65644,111.867,55.82,48.61
0.332943,0.162,0.728553,0.6,0.02,7.59928,5.67038,3.11528,105.804,51.75,44.389
0.332943,0.162,0.728553,0.695,0.02,7.25995,5.50209,3.20124,102.673,51.884,45.388
0.332943,0.162,0.728553,0.695,0.0125,8.41887,6.35703,3.91095,109.892,55.816,50.963
0.332943,0.162,0.728553,0.695,0.005,9.96212,7.56312,4.84295,118.382,61.461,57.285
0.332943,0.162,0.728553,0.79,0.005,9.67884,7.39657,5.09925,115.963,61.279,59.323
0.332943,0.162,0.728553,0.79,0.0125,8.07742,6.12875,4.03323,107.14,55.128,52.23
0.332943,0.162,0.728553,0.79,0.02,7.07728,5.41782,3.33482,100.742,52.08,46.742
0.332943,0.162,0.728553,0.885,0.005,9.41032,7.26198,5.58122,113.115,61.463,62.815
0.332943,0.162,0.728553,0.885,0.0125,7.84062,6.09528,4.15868,104.432,56.402,53.226
0.332943,0.162,0.728553,0.885,0.02,6.87186,5.30896,3.54748,98.478,52.109,48.812
0.332943,0.162,0.728553,0.98,0.005,9.30249,7.21485,6.00318,111.541,61.686,65.654
0.332943,0.162,0.728553,0.98,0.0125,7.65739,5.9543,4.45563,102.555,55.853,55.755
0.332943,0.162,0.728553,0.98,0.02,6.71374,5.24282,3.6769,96.652,52.384,50.011
0.332943,0.162,1,0.6,0.0125,8.09485,6.03863,3.44002,108.805,53.521,47.112
0.332943,0.162,1,0.6,0.005,10.0561,7.63674,4.44944,119.547,61.665,54.125
0.332943,0.162,1,0.6,0.02,6.93116,5.14519,2.84372,101.442,48.849,42.27
0.332943,0.162,1,0.695,0.02,6.77398,5.09719,3.00949,99.522,49.439,43.998
0.332943,0.162,1,0.695,0.005,9.67849,7.37103,4.62476,116.811,60.829,55.772
0.332943,0.162,1,0.695,0.0125,7.80699,5.89468,3.46494,106.338,53.598,47.464
0.332943,0.162,1,0.79,0.005,9.35461,7.17035,4.9782,113.947,60.506,58.628
0.332943,0.162,1,0.79,0.02,6.53533,4.9781,3.06594,97.168,49.525,44.671
0.332943,0.162,1,0.79,0.0125,7.52132,5.75124,3.70237,103.443,53.734,49.744
0.332943,0.162,1,0.885,0.005,9.14906,7.12021,5.33865,111.475,61.311,61.224
0.332943,0.162,1,0.885,0.02,6.32062,4.8451,3.19857,94.986,49.22,46.114
0.332943,0.162,1,0.885,0.0125,7.34645,5.67659,3.91258,101.428,54.028,51.62
0.332943,0.162,1,0.98,0.005,8.98602,6.98681,5.85629,109.559,60.838,64.871
0.332943,0.162,1,0.98,0.0125,7.32284,5.68273,4.24798,100.495,54.397,54.381
0.332943,0.162,1,0.98,0.02,6.25788,4.83747,3.37359,93.87,49.675,47.754
0.332943,0.2,0.5,0.6,0.005,9.58462,7.18284,4.27678,117.298,58.937,53.227
0.332943,0.2,0.5,0.6,0.0125,8.16237,6.11154,3.35255,109.308,54.044,46.178
0.332943,0.2,0.5,0.6,0.02,7.16841,5.36039,2.90331,102.925,50.337,42.593
0.332943,0.2,0.5,0.695,0.005,9.19108,6.94373,4.43302,114.233,58.513,54.703
0.332943,0.2,0.5,0.695,0.02,6.99997,5.29994,3.02547,101.055,50.79,43.884
0.332943,0.2,0.5,0.695,0.0125,7.99926,6.03901,3.49149,107.668,54.256,47.547
0.332943,0.2,0.5,0.79,0.005,8.82559,6.79454,4.72363,110.686,59.115,57.05
0.332943,0.2,0.5,0.79,0.02,6.73609,5.15774,3.18036,98.385,50.752,45.564
0.332943,0.2,0.5,0.79,0.0125,7.63146,5.88462,3.75398,103.893,54.846,50.025
0.332943,0.2,0.5,0.885,0.005,8.61853,6.69565,5.04288,108.427,59.312,59.491
0.332943,0.2,0.5,0.885,0.02,6.54999,5.07664,3.31611,96.28,51.03,46.926
0.332943,0.2,0.5,0.885,0.0125,7.35629,5.74204,3.97773,101.056,54.91,52.071
0.332943,0.2,0.5,0.98,0.005,8.36553,6.52454,5.21826,106.226,58.836,60.894
0.332943,0.2,0.5,0.98,0.0125,7.16408,5.61453,4.18273,99.085,54.574,53.891
0.332943,0.2,0.5,0.98,0.02,6.36985,4.98033,3.53731,94.118,51.055,49.055
0.332943,0.2,0.728553,0.6,0.005,9.14957,6.85064,4.11346,114.762,57.465,52.208
0.332943,0.2,0.728553,0.6,0.0125,7.71098,5.73889,3.2297,106.495,51.951,45.452
0.332943,0.2,0.728553,0.6,0.02,6.68393,4.95482,2.84517,99.555,47.83,42.536
0.332943,0.2,0.728553,0.695,0.005,8.84545,6.67872,4.32017,112.133,57.327,54.059
0.332943,0.2,0.728553,0.695,0.0125,7.44078,5.61702,3.3825,103.817,52.267,47.011
0.332943,0.2,0.728553,0.695,0.02,6.5148,4.85592,2.93485,97.886,47.672,43.573
0.332943,0.2,0.728553,0.79,0.005,8.65704,6.65384,4.55743,109.87,58.364,55.907
0.332943,0.2,0.728553,0.79,0.0125,7.25237,5.54864,3.51253,101.761,52.74,48.254
0.332943,0.2,0.728553,0.79,0.02,6.19742,4.7085,2.99912,94.628,47.968,44.345
0.332943,0.2,0.728553,0.885,0.005,8.4399,6.47693,4.92335,107.807,57.61,58.856
0.332943,0.2,0.728553,0.885,0.0125,7.00115,5.42658,3.78512,98.931,52.943,50.781
0.332943,0.2,0.728553,0.885,0.02,6.07615,4.66067,3.12603,93.086,48.256,45.63
0.332943,0.2,0.728553,0.98,0.0125,6.85704,5.34746,4.01006,97.184,52.947,52.761
0.332943,0.2,0.728553,0.98,0.02,5.87768,4.53706,3.29557,90.866,47.972,47.38
0.332943,0.2,0.728553,0.98,0.005,8.09031,6.30055,5.24926,104.255,57.762,61.316
0.332943,0.2,1,0.6,0.005,8.87303,6.61122,3.88981,113.443,56.081,50.561
0.332943,0.2,1,0.6,0.0125,7.27592,5.4548,3.13832,103.234,51.018,44.865
0.332943,0.2,1,0.695,0.005,8.50618,6.38825,4.14329,110.287,55.695,52.921
0.332943,0.2,1,0.6,0.02,6.27726,4.61466,2.68497,96.829,45.572,41.297
0.332943,0.2,1,0.695,0.02,6.03401,4.48023,2.69212,94.526,45.422,41.517
0.332943,0.2,1,0.79,0.0125,6.76044,5.1486,3.31261,98.487,50.461,46.866
0.332943,0.2,1,0.695,0.0125,7.01659,5.25347,3.23152,101.138,50.005,46.025
0.332943,0.2,1,0.79,0.005,8.21642,6.23144,4.36405,107.576,55.663,54.84
0.332943,0.2,1,0.79,0.02,5.79947,4.3737,2.71054,92.069,45.683,41.803
0.332943,0.2,1,0.885,0.005,8.06868,6.12835,4.78911,105.743,55.421,58.214
0.332943,0.2,1,0.885,0.02,5.56835,4.28672,2.79818,89.301,46.273,42.779
0.332943,0.2,1,0.98,0.005,7.77352,6.00327,4.95271,102.748,55.853,59.484
0.332943,0.2,1,0.885,0.0125,6.46208,4.9867,3.47073,95.402,50.395,48.483
0.332943,0.2,1,0.98,0.0125,6.3277,4.91582,3.64395,93.754,50.431,50.098
0.332943,0.2,1,0.98,0.02,5.4124,4.20614,3.07409,87.045,46.376,45.638
0.384868,0.002,0.5,0.6,0.0125,31.3109,31.9718,19.6552,174.355,149.894,111.331
0.384868,0.002,0.5,0.6,0.02,25.9929,26.5756,13.5432,163.005,137.533,90.496
0.384868,0.002,0.5,0.695,0.02,25.9667,26.5098,13.6662,162.915,137.299,91.092
0.384868,0.002,0.5,0.695,0.005,39.7807,41.6444,30.5516,186.951,171.221,139.481
0.384868,0.002,0.5,0.79,0.02,25.9222,26.4531,13.584,162.882,137.132,90.766
0.384868,0.002,0.5,0.6,0.005,39.7875,41.6061,30.6179,187.032,171.078,139.673
0.384868,0.002,0.5,0.79,0.005,39.6855,41.5246,30.3999,186.869,170.959,139.133
0.384868,0.002,0.5,0.79,0.0125,31.2957,31.8822,19.6073,174.562,149.545,111.223
0.384868,0.002,0.5,0.885,0.005,39.7013,41.4362,30.6109,187.008,170.632,139.728
0.384868,0.002,0.5,0.695,0.0125,31.2703,31.8418,19.6438,174.492,149.433,111.371
0.384868,0.002,0.5,0.885,0.0125,31.2625,31.8452,19.6029,174.473,149.46,111.226
0.384868,0.002,0.5,0.885,0.02,25.9591,26.4828,13.5989,163.016,137.184,90.815
0.384868,0.002,0.5,0.98,0.02,25.9062,26.4084,13.5054,162.995,136.952,90.451
0.384868,0.002,0.5,0.98,0.005,39.6472,41.3968,30.5318,186.88,170.585,139.535
0.384868,0.002,0.728553,0.6,0.005,38.5451,39.8694,29.9431,185.303,167.079,138.617
0.384868,0.002,0.5,0.98,0.0125,31.2711,31.8411,19.5316,174.602,149.418,110.984
0.384868,0.002,0.728553,0.6,0.02,24.3103,24.754,12.4294,158.71,132.843,86.608
0.384868,0.002,0.728553,0.6,0.0125,29.6902,30.2464,18.9689,170.121,146.029,109.804
0.384868,0.002,0.728553,0.695,0.02,24.3288,24.7703,12.5762,158.63,132.892,87.283
0.384868,0.002,0.728553,0.695,0.0125,29.6362,30.1671,18.9407,170.047,145.803,109.749
0.384868,0.002,0.728553,0.695,0.005,38.5121,39.825,30.018,185.173,166.985,138.831
0.384868,0.002,0.728553,0.79,0.0125,29.645,30.1145,18.9566,170.24,145.555,109.842
0.384868,0.002,0.728553,0.885,0.02,24.2769,24.6706,12.746,158.421,132.553,88.144
0.384868,0.002,0.728553,0.79,0.02,24.3094,24.7191,12.6331,158.603,132.696,87.589
0.384868,0.002,0.728553,0.885,0.005,38.4339,39.6783,30.011,185.132,166.594,138.876
0.384868,0.002,0.728553,0.98,0.0125,29.5853,30.0381,19.0636,169.994,145.365,110.257
0.384868,0.002,0.728553,0.79,0.005,38.4769,39.7276,30.059,185.199,166.698,138.982
0.384868,0.002,0.728553,0.98,0.005,38.3406,39.5678,29.9349,184.97,166.359,138.72
0.384868,0.002,0.728553,0.98,0.02,24.2708,24.6378,12.6546,158.581,132.397,87.751
0.384868,0.002,1,0.6,0.005,37.0934,38.7764,29.1272,180.767,165.75,136.817
0.384868,0.002,0.728553,0.885,0.0125,29.5993,30.058,19.0075,170.075,145.416,110.05
0.384868,0.002,1,0.6,0.02,22.3035,22.4807,11.7353,153.029,126.51,84.892
0.384868,0.002,1,0.695,0.02,22.2864,22.4561,11.5565,153.186,126.407,84.046
0.384868,0.002,1,0.6,0.0125,27.8896,28.7917,17.8265,164.216,143.611,106.38
0.384868,0.002,1,0.695,0.005,37.0416,38.7191,29.0755,180.671,165.633,136.701
0.384868,0.002,1,0.695,0.0125,27.8503,28.7403,17.8572,164.089,143.476,106.521
0.384868,0.002,1,0.79,0.0125,27.8307,28.7064,17.9016,164.022,143.375,106.702
0.384868,0.002,1,0.79,0.02,22.2923,22.447,11.7275,153.072,126.363,84.883
0.384868,0.002,1,0.79,0.005,37.0227,38.6797,29.0273,180.713,165.519,136.591
0.384868,0.002,1,0.885,0.02,22.2301,22.4099,11.584,152.913,126.32,84.209
0.384868,0.002,1,0.98,0.02,22.2967,22.4367,11.7045,153.163,126.295,84.783
0.384868,0.002,1,0.885,0.0125,27.8031,28.6449,17.8301,164.104,143.157,106.48
0.384868,0.002,1,0.98,0.0125,27.7481,28.6026,17.7465,163.961,143.087,106.193
0.384868,0.002,1,0.885,0.005,37.0009,38.6233,29.1284,180.652,165.36,136.886
0.384868,0.002,1,0.98,0.005,36.9204,38.5748,28.9118,180.514,165.317,136.322
0.384868,0.008,0.5,0.6,0.005,32.7722,32.812,22.7362,177.832,150.538,121.129
0.384868,0.008,0.5,0.6,0.0125,26.3869,26.0263,14.6649,166.113,134.059,95.859
0.384868,0.008,0.5,0.6,0.02,21.8096,21.3562,10.1513,155.018,121.673,77.847
0.384868,0.008,0.5,0.695,0.02,21.7591,21.291,10.31,154.711,121.478,78.739
0.384868,0.008,0.5,0.695,0.0125,26.3578,25.9511,14.8813,165.942,133.79,96.806
0.384868,0.008,0.5,0.695,0.005,32.7093,32.7584,22.9362,177.433,150.468,121.77
0.384868,0.008,0.5,0.79,0.005,32.6467,32.6757,23.0162,177.225,150.264,122.055
0.384868,0.008,0.5,0.79,0.02,21.7466,21.2528,10.5947,154.444,121.339,80.255
0.384868,0.008,0.5,0.79,0.0125,26.2981,25.8514,15.0724,165.676,133.475,97.65
0.384868,0.008,0.5,0.885,0.005,32.639,32.6002,23.3782,177.063,149.998,123.206
0.384868,0.008,0.5,0.885,0.02,21.7736,21.2816,10.7002,154.424,121.433,80.774
0.384868,0.008,0.5,0.885,0.0125,26.2124,25.7128,15.177,165.444,133.026,98.164
0.384868,0.008,0.5,0.98,0.02,21.7644,21.2019,10.713,154.61,121.022,80.916
0.384868,0.008,0.5,0.98,0.0125,26.1659,25.6262,15.2468,165.342,132.726,98.502
0.384868,0.008,0.5,0.98,0.005,32.6276,32.5267,23.6496,176.956,149.739,124.068
0.384868,0.008,0.728553,0.6,0.0125,24.8762,24.702,14.0336,161.01,131.317,93.946
0.384868,0.008,0.728553,0.6,0.005,31.6525,31.9656,21.9802,174.276,149.34,119.083
0.384868,0.008,0.728553,0.6,0.02,20.3665,19.5676,9.62282,151.389,115.709,76.449
0.384868,0.008,0.728553,0.695,0.005,31.6443,32.0027,21.9818,174.12,149.515,119.064
0.384868,0.008,0.728553,0.695,0.0125,24.8257,24.5983,14.2072,160.824,130.949,94.754
0.384868,0.008,0.728553,0.695,0.02,20.3716,19.561,9.78215,151.272,115.676,77.319
0.384868,0.008,0.728553,0.79,0.0125,24.8262,24.5887,14.3353,160.727,130.914,95.3
0.384868,0.008,0.728553,0.79,0.02,20.3219,19.5049,9.81179,151.074,115.502,77.522
0.384868,0.008,0.728553,0.79,0.005,31.5637,31.8342,22.3169,173.807,149.01,120.21
0.384868,0.008,0.728553,0.885,0.02,20.3601,19.4636,9.84219,151.455,115.148,77.738
0.384868,0.008,0.728553,0.885,0.005,31.6834,31.9376,22.6772,173.899,149.219,121.291
0.384868,0.008,0.728553,0.885,0.0125,24.7011,24.4653,14.4798,160.135,130.636,95.973
0.384868,0.008,0.728553,0.98,0.005,31.7386,31.8683,22.8751,174.244,148.824,121.953
0.384868,0.008,0.728553,0.98,0.02,19.9414,19.2926,10.0674,148.755,115.442,78.988
0.384868,0.008,0.728553,0.98,0.0125,24.5076,24.2675,14.6747,159.266,130.166,96.891
0.384868,0.008,1,0.6,0.005,31.2725,31.8169,21.2604,173.082,149.474,116.799
0.384868,0.008,1,0.6,0.0125,23.3742,23.0715,13.0457,157.127,126.858,90.677
0.384868,0.008,1,0.6,0.02,18.5738,17.6653,9.02001,145.521,109.741,74.625
0.384868,0.008,1,0.695,0.005,31.1506,31.3699,20.8642,173.991,147.804,115.765
0.384868,0.008,1,0.695,0.0125,23.4516,23.0085,13.4868,157.396,126.371,92.681
0.384868,0.008,1,0.695,0.02,18.5051,17.6495,8.6927,145.438,109.819,72.759
0.384868,0.008,1,0.79,0.02,18.4876,17.6086,8.77692,145.355,109.632,73.283
0.384868,0.008,1,0.79,0.0125,23.274,22.8565,13.4512,156.712,126.052,92.613
0.384868,0.008,1,0.79,0.005,31.0781,31.2812,20.9195,173.757,147.589,115.99
0.384868,0.008,1,0.885,0.005,31.0592,31.2188,21.3253,173.446,147.401,117.347
0.384868,0.008,1,0.885,0.02,18.4143,17.514,8.81129,145.1,109.282,73.562
0.384868,0.008,1,0.885,0.0125,23.2339,22.7584,13.8405,156.344,125.691,94.351
0.384868,0.008,1,0.98,0.005,30.9704,31.0877,21.5171,173.107,147.053,118.031
0.384868,0.008,1,0.98,0.02,18.3026,17.4528,8.96636,144.29,109.281,74.473
0.384868,0.008,1,0.98,0.0125,23.1505,22.6493,14.0382,155.916,125.365,95.253
0.384868,0.018,0.5,0.6,0.02,18.1153,16.4008,8.23512,147.482,102.968,71.374
0.384868,0.018,0.5,0.6,0.0125,21.5228,20.0049,11.2771,156.271,114.986,84.789
0.384868,0.018,0.5,0.6,0.005,27.316,26.2114,16.4795,169.644,132.816,103.107
0.384868,0.018,0.5,0.695,0.005,27.2289,26.0582,16.904,169.149,132.33,104.796
0.384868,0.018,0.5,0.695,0.02,17.9859,16.2406,8.51337,146.766,102.378,73.135
0.384868,0.018,0.5,0.695,0.0125,21.3975,19.8942,11.5057,155.525,114.746,85.951
0.384868,0.018,0.5,0.79,0.005,27.1225,25.8838,17.3248,168.597,131.786,106.449
0.384868,0.018,0.5,0.79,0.0125,21.3636,19.705,11.8903,155.502,113.778,87.91
0.384868,0.018,0.5,0.79,0.02,17.8864,16.1079,8.44426,146.572,101.813,72.854
0.384868,0.018,0.5,0.885,0.02,17.8188,16.1298,8.74352,145.641,102.246,74.513
0.384868,0.018,0.5,0.885,0.0125,21.3228,19.7667,12.0859,154.806,114.295,88.742
0.384868,0.018,0.5,0.98,0.005,26.8992,25.5973,18.5262,166.885,131.067,110.877
0.384868,0.018,0.5,0.98,0.0125,21.1686,19.5354,12.118,154.46,113.397,89.055
0.384868,0.018,0.5,0.98,0.02,17.6874,15.9372,9.02808,145.006,101.436,76.256
0.384868,0.018,0.5,0.885,0.005,27.0181,25.7647,17.88,167.762,131.523,108.514
0.384868,0.018,0.728553,0.6,0.005,26.6488,25.5223,16.0402,167.943,131.063,101.801
0.384868,0.018,0.728553,0.6,0.02,16.6973,15.2706,7.63784,141.464,100.148,68.632
